# frame samples traceMs rays shadowRays hitHash rayHash width height deviceMiB availableMiB spilledMiB gpuSampleMs subdivideMs publishMs
28 4 634.18 1451190 220047 5449489320875497647 650327767992633950 631 464 8976 3863 0 99.616 0 0
29 4 780.70 1305704 106021 10612568856402701642 2014995621047329616 631 464 8976 3863 0 112.204 0 0
30 4 813.88 2532264 1068661 9513954255741470490 186590451676552253 631 464 8976 3863 0 132.003 0 0
31 4 939.69 2497291 1036288 2556274377267491990 1118807874807933540 631 464 8976 3863 0 144.047 0 0
32 4 741.33 2323053 912626 13692307413527711658 4051592577443585494 631 464 8976 3863 0 118.847 0 0
33 4 907.90 2323243 912839 12001100950191966611 12478454852172802269 631 464 8976 3863 0 120.925 0 0
34 4 768.43 1660072 384316 14716755765260692955 14182106639287880215 631 464 8976 3863 0 98.696 0 0
35 4 989.90 1392495 174029 10833505850596095406 16545532405823965263 631 464 8976 3863 0 116.999 0 0
36 4 960.44 1230214 46431 6742875063817734784 340557874749005811 631 464 8976 3863 0 150.698 0 0
37 4 1155.10 1181991 8471 12947552268386959295 16736631298787934690 631 464 8976 3863 0 174.023 0 0
38 4 1056.91 1174287 2461 6072337989818112166 11301087189612796992 631 464 8976 3863 0 165.336 0 0
39 4 1170.41 1186589 12081 7606771818162647885 1544879372119062503 631 464 8976 3863 0 159.116 0 0
40 4 969.87 1240217 54217 7659524340314926481 7667244955380985244 631 464 8976 3863 0 133.931 0 0
41 4 862.74 1395530 176432 10176929482372843195 3573446754918049686 631 464 8976 3863 0 110.337 0 0
42 4 970.26 2298515 893757 360131152845381376 17147740840352012192 631 464 8976 3863 0 126.626 0 0
43 4 1144.33 2457394 1001951 7254355977571897656 141996572933728487 631 464 8976 3863 0 153.612 0 0
44 4 910.63 2220838 830508 8714421269754081349 7124337138774408133 631 464 8976 3863 0 117.452 0 0
45 4 881.06 1817284 508375 5511352204348300369 14263835038663479270 631 464 8976 3863 0 100.398 0 0
46 4 840.52 1545786 293934 3909078097250575675 12323229199138710835 631 464 8976 3863 0 102.120 0 0
47 4 971.14 1408606 186519 1143225953605178799 18139049513135654503 631 464 8976 3863 0 113.212 0 0
48 4 788.02 1409103 187420 11118791838400074359 7693797339894004462 631 464 8976 3863 0 109.659 0 0
49 4 963.39 1408832 186831 10063840055156353883 12137093200589780182 631 464 8976 3863 0 114.985 0 0
50 4 792.72 1403218 182560 4823418093239200420 3179047629141947741 631 464 8976 3863 0 100.361 0 0
51 4 1040.85 1381262 162851 8438573737800169992 367711096679376028 631 464 8976 3863 0 130.188 0 0
52 4 870.55 1383908 165083 9459485228412528742 3959940590129562833 631 464 8976 3863 0 112.848 0 0
53 4 1007.58 1368908 152133 12018112981873471576 12991079459776056955 631 464 8976 3863 0 132.038 0 0
54 4 964.06 1325324 119006 8905333695912161756 3195377005677627050 631 464 8976 3863 0 136.128 0 0
55 4 1013.44 1304686 104006 2972297765820211617 4017095113953135676 631 464 8976 3863 0 120.693 0 0
56 4 890.43 1315842 113833 9072812059520876057 15913847910715173793 631 464 8976 3863 0 117.988 0 0
57 4 998.58 1356240 145822 10544650507526385330 755695921078967340 631 464 8976 3863 0 112.517 0 0
58 4 834.03 1410698 186984 7567926838094161883 17410820306891880256 631 464 8976 3863 0 111.584 0 0
59 4 1025.64 1379698 160906 3873218554577496706 361165217015349066 631 464 8976 3863 0 116.078 0 0
60 4 861.54 1362169 150508 7000958956785282450 17405008852404100223 631 464 8976 3863 0 111.406 0 0
61 4 992.75 1415732 192421 6797261323433241217 9408910197463559634 631 464 8976 3863 0 113.304 0 0
62 4 877.52 1334417 128301 531743286031692276 4449033849323847793 631 464 8976 3863 0 121.831 0 0
63 4 988.07 1334341 128341 2899816880608574021 10167108793362436457 631 464 8976 3863 0 114.063 0 0
64 4 837.25 1334430 128504 13597374130552857539 16105134242391740006 631 464 8976 3863 0 114.270 0 0
65 4 822.22 1334291 128203 6163116111303266857 9611599902515947257 631 464 8976 3863 0 111.684 0 0
66 4 739.11 1334248 128309 976568191819305535 5481482512446226643 631 464 8976 3863 0 114.437 0 0
67 4 834.35 1334365 128458 6716124255159452401 2473267597030008987 631 464 8976 3863 0 116.300 0 0
68 4 751.48 1327702 123108 9955734233963021617 14402416361676627826 631 464 8976 3863 0 118.982 0 0
69 4 903.98 1318234 109080 6119274847128988361 11775857000285328869 631 464 8976 3863 0 136.030 0 0
70 4 846.87 1317612 114902 7511009880707848236 9134955372610654573 631 464 8976 3863 0 153.795 0 0
71 4 921.25 1306963 106044 2960991178591184028 16955945791106779319 631 464 8976 3863 0 134.151 0 0
72 4 390.95 1298525 98413 15072011039524057706 10039551993342413093 631 464 8976 3863 0 78.714 0 0
73 4 175.69 1369853 157199 304899740012852986 18189617301410803155 631 464 8976 3863 0 16.600 0 0
74 4 27.46 1425264 200112 14112119242510968559 15254333907916951428 631 464 8976 3863 0 4.918 0 0
75 4 44.73 1424783 199728 11149147531496526634 5620389775403490072 631 464 8976 3863 0 6.666 0 0
76 4 27.79 1418523 194390 3434910602701191711 12897350937079127219 631 464 8976 3863 0 4.688 0 0
77 4 26.66 1417217 193311 4195542295534479872 5355783502509172208 631 464 8976 3863 0 5.001 0 0
78 4 41.64 1410337 187401 7311824512953063888 4676100831867260697 631 464 8976 3863 0 4.608 0 0
79 4 27.20 1400465 179085 18151212776794122403 11541518824641498320 631 464 8976 3863 0 4.753 0 0
80 4 28.24 1386212 167346 6941615252787858918 7481449103903637699 631 464 8976 3863 0 4.763 0 0
81 4 40.89 1375085 158554 10085103237858669866 14090642712508558913 631 464 8976 3863 0 18.872 0 0
82 4 26.55 1355365 143482 9752207803398903793 5465840361310145792 631 464 8976 3863 0 5.150 0 0
83 4 26.15 1333706 127231 6545655048805299193 14317261491189366598 631 464 8976 3863 0 4.697 0 0
84 4 26.19 1324725 120540 11764134652590509773 6321687746312483767 631 464 8976 3863 0 4.629 0 0
85 4 25.95 1317493 114960 17256305917296861950 17885048132494398355 631 464 8976 3863 0 4.356 0 0
86 4 25.20 1318426 116002 16206095199808764404 15615545716844150365 631 464 8976 3863 0 4.362 0 0
87 4 24.29 1324564 120844 17098747751556303069 11151535245439378391 631 464 8976 3863 0 4.323 0 0
88 4 23.90 1329860 124944 13557608220185558744 11647990592424132921 631 464 8976 3863 0 4.203 0 0
89 4 23.29 1340470 133237 14453013896809614127 3839478770065925737 631 464 8976 3863 0 4.118 0 0
90 4 23.29 1350230 141183 17404993368426826115 17957488386374885854 631 464 8976 3863 0 4.127 0 0
91 4 24.18 1358678 147868 10045349390150153220 9967375146230400442 631 464 8976 3863 0 4.371 0 0
92 4 23.79 1369311 156465 8671919451716638848 3040714191401136362 631 464 8976 3863 0 4.111 0 0
93 4 28.53 1381840 166678 15983523632299545178 12140920984295870980 631 464 8976 3863 0 4.076 0 0
94 4 24.37 1394440 176463 3495490150833532289 6293498774333249234 631 464 8976 3863 0 4.492 0 0
95 4 25.19 1407280 186199 13610559709578512590 16585480928197031208 631 464 8976 3863 0 4.526 0 0
96 4 25.56 1414487 191418 11566996083159656128 5697170398932917679 631 464 8976 3863 0 5.029 0 0
97 4 26.28 1415457 192271 15346779982360527216 11331703641802767988 631 464 8976 3863 0 4.899 0 0
98 4 26.35 1403787 182538 10576291638564277234 16079628102705781515 631 464 8976 3863 0 5.054 0 0
99 4 26.21 1391261 172290 17737172279005947471 6392280410925361776 631 464 8976 3863 0 4.749 0 0
100 4 27.37 1372181 156991 5950507784127219876 11678743356835797234 631 464 8976 3863 0 4.746 0 0
101 4 26.31 1340326 132496 7766616546754270658 10179978808420999581 631 464 8976 3863 0 4.633 0 0
102 4 25.55 1320005 116905 1973551895530035609 18375487843203115198 631 464 8976 3863 0 4.403 0 0
103 4 25.22 1322621 119238 7484079672643873699 17527782823078022453 631 464 8976 3863 0 4.208 0 0
104 4 25.82 1329074 124380 2672958194097695504 1634386617210977056 631 464 8976 3863 0 4.153 0 0
105 4 24.84 1339681 132652 12817820994570006349 991346639267525502 631 464 8976 3863 0 4.153 0 0
106 4 23.60 1349783 140744 2795094935058331343 3606475627589768000 631 464 8976 3863 0 4.068 0 0
107 4 23.71 1360631 149520 10286118153070546560 11765795630130580771 631 464 8976 3863 0 3.994 0 0
108 4 24.30 1372190 159232 517550552435372628 4251391089295160124 631 464 8976 3863 0 3.989 0 0
109 4 23.67 1387638 171103 7786924003395848965 17575432604916372614 631 464 8976 3863 0 4.024 0 0
110 4 29.07 1405878 184868 18424363546760985654 5754825677061085060 631 464 8976 3863 0 5.290 0 0
111 4 30.95 1416254 193083 15069230999359309350 4236297761907560226 631 464 8976 3863 0 5.414 0 0
112 4 31.83 1418322 194430 8666782611664973077 3325539736618638303 631 464 8976 3863 0 6.062 0 0
113 4 32.61 1408393 186540 3648713976407219304 385689307352709019 631 464 8976 3863 0 5.731 0 0
114 4 32.14 1380275 163748 14703715096410671518 9588052537775777911 631 464 8976 3863 0 6.151 0 0
115 4 28.31 1341151 132915 15508893871967113667 138715258250949657 631 464 8976 3863 0 5.768 0 0
116 4 25.75 1296454 97458 10213770340228673848 4529180547961542441 631 464 8976 3863 0 4.581 0 0
117 4 25.22 1285077 88208 11173688137824717455 12197068976085532156 631 464 8976 3863 0 4.461 0 0
118 4 25.95 1297065 93376 9766182090737883243 2573746434606119926 631 464 8976 3863 0 4.399 0 0
119 4 24.46 1322515 107479 9472084440398524648 5874403110254818706 631 464 8976 3863 0 4.333 0 0
120 4 25.64 1341390 119793 15195321925860920282 13188514006520357062 631 464 8976 3863 0 4.224 0 0
121 4 25.28 1361476 136216 17923498296911522761 16846815830047337153 631 464 8976 3863 0 4.319 0 0
122 4 25.47 1376512 151516 7218096093542575683 12369397555861936840 631 464 8976 3863 0 4.048 0 0
123 4 23.53 1382191 163494 8351857314387325762 7811047608917512926 631 464 8976 3863 0 4.071 0 0
124 4 22.77 1386399 170292 13889627005130046968 7158947464320595620 631 464 8976 3863 0 3.933 0 0
125 4 23.98 1392664 175370 18188486698056613158 6097323313671296451 631 464 8976 3863 0 3.967 0 0
126 4 24.45 1409098 187471 9074284903396057773 16024616957343264472 631 464 8976 3863 0 4.197 0 0
127 4 24.98 1410877 188535 10997475037394436859 536447304706730236 631 464 8976 3863 0 4.502 0 0
128 4 26.64 1393054 174062 8429550519812259077 7573642707394699575 631 464 8976 3863 0 4.711 0 0
129 4 27.57 1366709 152416 7372695181349122466 10807308963474717227 631 464 8976 3863 0 4.755 0 0
130 4 26.82 1338138 129669 7508983024237776487 12119897518860348149 631 464 8976 3863 0 4.682 0 0
131 4 26.64 1304476 103280 3751897796874367065 11314628921246052922 631 464 8976 3863 0 4.983 0 0
132 4 25.44 1283072 86390 13693602603139188863 866463030939789822 631 464 8976 3863 0 4.784 0 0
133 4 26.09 1291141 89270 7194200073351803555 11194919671675566577 631 464 8976 3863 0 4.465 0 0
134 4 25.57 1321175 105385 16098819281674581216 4549674389661029042 631 464 8976 3863 0 4.315 0 0
135 4 24.47 1344039 121019 1020742664546345499 13382456413241654731 631 464 8976 3863 0 4.151 0 0
136 4 25.53 1361536 137369 8138258179851549519 18335683483949553148 631 464 8976 3863 0 4.899 0 0
137 4 24.91 1365521 147265 7013036857200518251 3522256017927856782 631 464 8976 3863 0 4.245 0 0
138 4 23.64 1368362 155719 9886844026121227407 11649759092166841452 631 464 8976 3863 0 4.099 0 0
139 4 23.67 1377687 163399 14650877730605835875 3677431538332530778 631 464 8976 3863 0 4.124 0 0
140 4 24.48 1393181 174923 17158420412928271315 15638476599331834371 631 464 8976 3863 0 4.165 0 0
141 4 25.06 1398207 178807 377516783253759320 3871954100784447442 631 464 8976 3863 0 4.365 0 0
142 4 26.41 1385891 168555 9054283287658042556 3322415151176922018 631 464 8976 3863 0 5.272 0 0
143 4 26.81 1354459 142925 2328876829123392551 11499146738573565222 631 464 8976 3863 0 4.808 0 0
144 4 27.54 1323904 118165 8413095374995698771 17246723489896600077 631 464 8976 3863 0 4.761 0 0
145 4 25.95 1305020 102723 9093358137421535938 6898867124974262552 631 464 8976 3863 0 4.559 0 0
146 4 26.62 1302934 95047 15725252222455769806 7309460728936770107 631 464 8976 3863 0 4.532 0 0
147 4 26.37 1321937 91572 13309946103301772531 5742488116595689414 631 464 8976 3863 0 4.735 0 0
148 4 25.29 1338326 98193 14092030307273449247 71992628083301170 631 464 8976 3863 0 4.756 0 0
149 4 26.86 1347600 106103 7055976495375116003 916143335569698326 631 464 8976 3863 0 4.417 0 0
150 4 25.98 1351908 113686 13452201176953081494 10649294306470659858 631 464 8976 3863 0 4.280 0 0
151 4 25.55 1355824 125882 11101347206962363320 16579654550358767045 631 464 8976 3863 0 4.268 0 0
152 4 24.15 1351334 141687 955813446933680107 14656054909326558144 631 464 8976 3863 0 4.225 0 0
153 4 24.56 1370058 157043 10387305870717109167 11798667617663025420 631 464 8976 3863 0 4.198 0 0
154 4 26.75 1385131 168312 6827027098629982389 17304309180797572781 631 464 8976 3863 0 4.602 0 0
155 4 27.51 1375138 159600 14695321620768954429 550847886050628798 631 464 8976 3863 0 4.634 0 0
156 4 27.88 1351265 140229 10835026725798526724 5761747389785616517 631 464 8976 3863 0 4.739 0 0
157 4 26.81 1320317 115503 10883862523916036508 10622973292353945328 631 464 8976 3863 0 4.646 0 0
158 4 27.00 1304666 103233 15836393125310038453 13342289948649994161 631 464 8976 3863 0 4.646 0 0
159 4 26.09 1283081 86312 18211956078112737585 3275483347911236103 631 464 8976 3863 0 4.357 0 0
160 4 26.26 1285736 87684 7181179224977124262 3632640783095319597 631 464 8976 3863 0 4.470 0 0
161 4 25.80 1313725 105086 9568092082871670771 12102820770833599769 631 464 8976 3863 0 4.594 0 0
162 4 25.74 1335068 123074 7790328090440803092 2905061343283858782 631 464 8976 3863 0 4.307 0 0
163 4 25.08 1341403 133018 3284623476390308974 12155110413161676791 631 464 8976 3863 0 4.269 0 0
164 4 24.37 1354113 144412 11234670570837410371 14532475318457369990 631 464 8976 3863 0 3.961 0 0
165 4 25.03 1380524 164940 4207561345854780744 8842648562380895432 631 464 8976 3863 0 4.912 0 0
166 4 25.62 1396335 177313 10309501373717591680 15751095001122717077 631 464 8976 3863 0 4.897 0 0
167 4 27.44 1396083 176567 17545981963255566743 14450762612318904902 631 464 8976 3863 0 5.103 0 0
168 4 28.20 1381474 164585 328874210187249312 9838913974537097052 631 464 8976 3863 0 4.833 0 0
169 4 26.97 1359160 146317 13898908893100618677 17076696515197586466 631 464 8976 3863 0 4.714 0 0
170 4 27.95 1324940 119539 9883356570920381438 3605952721764878481 631 464 8976 3863 0 4.738 0 0
171 4 26.49 1300731 100476 5450534324945683814 12580159544989517576 631 464 8976 3863 0 4.675 0 0
172 4 25.69 1289818 92373 18303505539860214413 9180774019765253994 631 464 8976 3863 0 4.498 0 0
173 4 25.25 1302213 102769 7096929616325152662 13623147182835033525 631 464 8976 3863 0 4.432 0 0
174 4 25.29 1321910 118513 6742653830051600138 18419776524692754322 631 464 8976 3863 0 4.277 0 0
175 4 24.83 1338369 131877 12062211476672316186 13926002311492209947 631 464 8976 3863 0 4.186 0 0
176 4 25.28 1350991 141900 2531027303310864262 2887124951852118163 631 464 8976 3863 0 4.440 0 0
177 4 26.16 1371509 157964 6347313772650779469 7281022595047249764 631 464 8976 3863 0 4.774 0 0
178 4 27.06 1392593 174420 8721018723132358491 1491090657646146717 631 464 8976 3863 0 4.640 0 0
179 4 26.93 1395542 175921 9015994685176016929 1183748569498601913 631 464 8976 3863 0 4.678 0 0
180 4 27.59 1379575 162315 6199445528932773111 4711555433742201151 631 464 8976 3863 0 4.682 0 0
181 4 27.19 1349055 137765 11311032562449444914 16057157073006879554 631 464 8976 3863 0 4.692 0 0
182 4 27.12 1323867 117778 7480012131696741558 16165317144164753703 631 464 8976 3863 0 4.802 0 0
183 4 26.73 1309136 105893 14495743922457397229 12413751666769461904 631 464 8976 3863 0 5.184 0 0
184 4 26.08 1286472 88641 17166591092535947795 8129107250114454424 631 464 8976 3863 0 4.333 0 0
185 4 25.90 1283930 87001 14798455732324856640 15131383084696856304 631 464 8976 3863 0 4.473 0 0
186 4 25.03 1312910 107997 9859324168837751998 9771435179209048927 631 464 8976 3863 0 4.406 0 0
187 4 25.24 1335842 127461 9117687158484034164 17245645303662839205 631 464 8976 3863 0 4.252 0 0
188 4 26.03 1345082 137166 10872202899822703107 16298254448282600334 631 464 8976 3863 0 4.230 0 0
189 4 25.04 1353504 144136 5272430148537903470 2769225538792112828 631 464 8976 3863 0 4.134 0 0
190 4 26.84 1377833 162523 18318258688163394065 17447002860332858980 631 464 8976 3863 0 4.550 0 0
191 4 27.66 1379767 163033 12217376097641004817 14553347599135655626 631 464 8976 3863 0 4.698 0 0
192 4 27.59 1362262 148524 6327588495629257464 8356801292512566593 631 464 8976 3863 0 4.819 0 0
193 4 27.49 1334668 126266 804710704554537984 14791070441314760643 631 464 8976 3863 0 5.126 0 0
194 4 26.69 1326406 119458 16671319968236843145 2594752852270038113 631 464 8976 3863 0 5.089 0 0
195 4 28.01 1308906 105721 14140756883673380247 12454267851051629498 631 464 8976 3863 0 5.008 0 0
196 4 25.89 1287369 89526 17900082475352362803 3485926711383414566 631 464 8976 3863 0 4.454 0 0
197 4 25.51 1289239 92090 12570593399646793395 4742413034774246211 631 464 8976 3863 0 4.348 0 0
198 4 24.83 1325840 121855 4598320770412109038 13538038191596513130 631 464 8976 3863 0 4.269 0 0
199 4 24.49 1348834 140152 2751099392186829314 511122641118920620 631 464 8976 3863 0 4.070 0 0
200 4 23.44 1363307 151806 17778742101293313481 11173477201812942044 631 464 8976 3863 0 3.943 0 0
201 4 24.31 1384208 167901 2166005155040526534 8711302218722688626 631 464 8976 3863 0 4.162 0 0
202 4 26.56 1399464 179542 17209125482541935670 8536053973401435936 631 464 8976 3863 0 5.298 0 0
203 4 26.49 1395740 176265 15681183276961316067 8233948288576529934 631 464 8976 3863 0 4.636 0 0
204 4 27.35 1371890 156135 15852394655946373023 13053814652348472315 631 464 8976 3863 0 4.764 0 0
205 4 27.41 1338881 130000 14865547017417179155 15627106917674156358 631 464 8976 3863 0 4.770 0 0
206 4 26.43 1315582 110760 10494821241316920375 9714307678720976781 631 464 8976 3863 0 4.676 0 0
207 4 25.36 1294262 93640 7409696864571481764 1664767101554419944 631 464 8976 3863 0 4.386 0 0
208 4 25.69 1291634 87967 15492890067632509270 3050816530018304176 631 464 8976 3863 0 4.819 0 0
209 4 24.81 1312429 101968 13970562718566148106 10577112204620632430 631 464 8976 3863 0 4.399 0 0
210 4 25.03 1330609 118271 16531890034948458284 5251396089034878659 631 464 8976 3863 0 4.374 0 0
211 4 24.20 1339524 130344 14167601751322526687 11709973825538278931 631 464 8976 3863 0 4.340 0 0
212 4 24.51 1345269 137158 16106849631653702022 8645840604558718354 631 464 8976 3863 0 4.133 0 0
213 4 24.26 1353109 143469 3177684237524864950 4647407685015593247 631 464 8976 3863 0 4.144 0 0
214 4 26.79 1368460 155083 17742407263751291637 6775235654809150020 631 464 8976 3863 0 4.597 0 0
215 4 26.49 1363324 149963 11010007338515951676 4242884663453339268 631 464 8976 3863 0 4.691 0 0
216 4 26.19 1335408 127499 5877432011905834389 2623817281223013899 631 464 8976 3863 0 4.834 0 0
217 4 26.78 1325687 118909 13922873373286252455 12953806445583404165 631 464 8976 3863 0 4.721 0 0
218 4 26.20 1320195 112885 14618717827298910322 11678804234523005387 631 464 8976 3863 0 4.648 0 0
219 4 27.37 1307809 102369 10174791138862517210 8745281117798390352 631 464 8976 3863 0 5.035 0 0
220 4 26.20 1287990 89439 11591112178879604299 9777891306657061124 631 464 8976 3863 0 4.949 0 0
221 4 25.10 1292227 94061 2904823675821186372 4621813614917356120 631 464 8976 3863 0 4.422 0 0
222 4 23.64 1321911 118385 17820807603287972170 3723868838393497405 631 464 8976 3863 0 4.249 0 0
223 4 23.22 1338928 132385 14748165057757005263 7470214709568395675 631 464 8976 3863 0 4.183 0 0
224 4 25.15 1357081 146663 4002904783891061092 16236289487575440658 631 464 8976 3863 0 4.455 0 0
225 4 26.14 1379630 163918 17202718470733509093 4014183308443738890 631 464 8976 3863 0 5.276 0 0
226 4 26.07 1377616 161283 14499014395822691675 13860997926880838709 631 464 8976 3863 0 4.733 0 0
227 4 31.49 1358457 145486 3569018769119772621 368302823354985926 631 464 8976 3863 0 6.146 0 0
228 4 32.38 1339055 129971 4581873370029100447 9822399082972005053 631 464 8976 3863 0 6.502 0 0
229 4 32.79 1323024 117230 8364379779063255728 5439609731742742355 631 464 8976 3863 0 5.838 0 0
230 4 31.77 1299007 99321 14193627834426039903 10286739827628827566 631 464 8976 3863 0 5.849 0 0
231 4 28.88 1306511 106354 14141028768121180357 4703065011367546026 631 464 8976 3863 0 5.224 0 0
232 4 24.76 1333859 128322 16746980319766982977 662181780647027635 631 464 8976 3863 0 5.288 0 0
233 4 24.40 1354906 145196 1584870272846249168 15068928009040578690 631 464 8976 3863 0 4.006 0 0
234 4 23.28 1372515 159154 8311278242496877643 2662952012896829607 631 464 8976 3863 0 4.039 0 0
235 4 24.90 1382031 165820 8316676303488319063 7804676428130899515 631 464 8976 3863 0 4.384 0 0
236 4 25.77 1376975 161629 8280752975733886732 12026535471620490686 631 464 8976 3863 0 4.622 0 0
237 4 27.00 1349634 139447 11970243217010415043 3261695831362647284 631 464 8976 3863 0 4.762 0 0
238 4 34.23 1328382 122949 3873131294112670176 12144240816079583865 631 464 8976 3863 0 4.710 0 0
239 4 27.17 1310215 108818 6798441147271704515 11099691367192821246 631 464 8976 3863 0 4.727 0 0
240 4 25.00 1299073 100444 15602080593671183818 13728947545090650025 631 464 8976 3863 0 4.699 0 0
241 4 24.97 1302213 102769 13013214799943567421 15626715700985297090 631 464 8976 3863 0 4.656 0 0
242 4 24.93 1305815 105560 6679583065716313614 13793129532294111222 631 464 8976 3863 0 4.595 0 0
243 4 24.71 1317348 115026 4601868062716411504 11097529479476043039 631 464 8976 3863 0 4.682 0 0
244 4 24.30 1326675 122699 17436099667199319820 5357341815066760460 631 464 8976 3863 0 4.577 0 0
245 4 24.06 1331260 126344 16412920358183644960 13545763825379729979 631 464 8976 3863 0 4.226 0 0
246 4 24.02 1331306 126367 6508271316296425803 9652936204796975384 631 464 8976 3863 0 4.598 0 0
247 4 23.98 1331397 126572 3441302891581297704 1121013287279416351 631 464 8976 3863 0 4.471 0 0
248 4 24.56 1331177 125972 6983516202525618176 4013886767494467063 631 464 8976 3863 0 4.378 0 0
249 4 24.46 1327986 123686 7478956033366754661 14788920261592489626 631 464 8976 3863 0 4.308 0 0
250 4 24.24 1328361 124032 17601132670585654829 9974994826878882662 631 464 8976 3863 0 4.278 0 0
251 4 24.30 1328111 123882 15491415653550043466 12898350224807678725 631 464 8976 3863 0 4.530 0 0
252 4 23.97 1328009 123592 1574784371586611001 7427059338635669079 631 464 8976 3863 0 4.242 0 0
253 4 24.29 1327843 123534 7236987122039846061 4927500322419788874 631 464 8976 3863 0 4.185 0 0
254 4 23.55 1327986 123902 16967576874500870192 12020482075249891044 631 464 8976 3863 0 4.258 0 0
255 4 24.37 1328029 123567 16164026146883502186 12540812679723505274 631 464 8976 3863 0 4.368 0 0
256 4 23.83 1328139 123547 5303726183351821596 6714941087394340199 631 464 8976 3863 0 4.282 0 0
257 4 23.63 1327958 123460 12781512154885550912 2999349677792038017 631 464 8976 3863 0 4.257 0 0
258 4 24.47 1327780 123181 12852523139531234666 13016198654342425683 631 464 8976 3863 0 4.275 0 0
259 4 23.89 1327988 123694 6050033508578062942 17301161048622758078 631 464 8976 3863 0 4.247 0 0
260 4 24.38 1328099 123641 12431166860696952483 17889944883600281875 631 464 8976 3863 0 4.423 0 0
261 4 24.53 1327904 123735 10956817592008029608 3351424350783827779 631 464 8976 3863 0 4.238 0 0
262 4 23.42 1328090 123721 14140515008810111283 1761049662874043976 631 464 8976 3863 0 4.309 0 0
263 4 24.93 1327739 123310 12164131522551138469 17650185292442214332 631 464 8976 3863 0 4.324 0 0
264 4 24.48 1328085 123896 11793773569193584347 1075667427264664253 631 464 8976 3863 0 4.252 0 0
